"source_table","row_name","item_id","sample_name","item_type","inventory_category","server_bucket","rarity","slot","stackable","stack_max","value","current_index","server_propid"
"DT_Weapons","DawnDemonicBow_3","DBow03","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""A4498A204D8663A045F47D9CDB437D94"", ""Dawn Demonic Bow R3"")","Bow","Range","equip","Legendary","Bow","False","1","45","0","800100139"
"DT_Weapons","DragoniaBlade_BDRank1","Dragonia_DB1","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""3D1DD84F4212CEA19BDA6796FE114787"", ""Dragonia Blade of baltson R1"")","Weapon","Weapon","equip","Superior","Weapon","False","1","125","0","800100141"
"DT_Weapons","DragoniaBlade_BARank2","Dragonia_DB2","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""22BB6B6E416EA50314E5F780308346CC"", ""Dragonia Blade of baltson R2"")","Weapon","Weapon","equip","Epic","Weapon","False","1","125","0","800100140"
"DT_Weapons","DragoniaBlade_BSRank3","Dragonia_DB3","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""E5ECD73B49380D89923D958FC8DB4F13"", ""Dragonia Blade of baltson R3"")","Weapon","Weapon","equip","Legendary","Weapon","False","1","125","0","800100142"
"DT_Weapons","DragoniaBlade_FDRank1","Dragonia_DF1","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""D5369F7846BC757D73DDFB8B7603C08F"", ""Dragonia Blade of farren R1"")","Weapon","Weapon","equip","Superior","Weapon","False","1","125","0","800100144"
"DT_Weapons","DragoniaBlade_FARank2","Dragonia_DF2","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""C922ECE742D527DF4C14B1BBF25BD792"", ""Dragonia Blade of farren R2"")","Weapon","Weapon","equip","Epic","Weapon","False","1","125","0","800100143"
"DT_Weapons","DragoniaBlade_FSRank3","Dragonia_DF3","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""F2C7D96F434F625BBA36A1A06C23FB47"", ""Dragonia Blade of farren R3"")","Weapon","Weapon","equip","Legendary","Weapon","False","1","125","0","800100145"
"DT_Weapons","DragoniaBlade_VDRank1","Dragonia_DV1","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""A3F2D2F644A898DE2270A8913E1C7A98"", ""Dragonia Blade of violetta R1"")","Weapon","Weapon","equip","Superior","Weapon","False","1","125","0","800100147"
"DT_Weapons","DragoniaBlade_VARank2","Dragonia_DV2","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""CB51A40044D0530CB778E2911F9DCFCC"", ""Dragonia Blade of violetta R2"")","Weapon","Weapon","equip","Epic","Weapon","False","1","125","0","800100146"
"DT_Weapons","DragoniaBlade_VSRank3","Dragonia_DV3","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""CFE263BD4608DA386B072BB0B0338692"", ""Dragonia Blade of violetta R3"")","Weapon","Weapon","equip","Legendary","Weapon","False","1","125","0","800100148"
"DT_Weapons","DualSword01","DualSword01","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""7B19E2C4413605BF910D9987E33A8F23"", ""The Witcher TwinBlade Destroyer"")","Weapon","Weapon","equip","Legendary","Weapon","False","1","125","0","800100149"
"DT_Weapons","DualSword02","DualSword02","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""95B31E9D426E958A3CD2C8866F38E0AC"", ""The Metal Dual Sword"")","Weapon","Weapon","equip","Epic","Weapon","False","1","125","0","800100150"
"DT_Weapons","WoodBow_1","ESBow01","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""84A3EAFD496D0449BEE70B856E2AE1E5"", ""Eastern Wooden Bow"")","Bow","Range","equip","Common","Bow","False","1","45","0","800100225"
"DT_Weapons","ExplosiveArrow01","ExplosiveArrow01","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""1EB6A6514100D42D59D475BAE6A9B9FE"", ""Grande Arrow "")","Arrow","Range","equip","Legendary","Arrow","True","50","3","0","800100151"
"DT_Weapons","FlareDemonicBow_1","FBow01","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""D8F9450B4D67278A13ADC2BB394A8A8E"", ""Flare Demonic Bow R1"")","Bow","Range","equip","Superior","Bow","False","1","45","0","800100152"
"DT_Weapons","FlareDemonicBow_2","FBow02","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""0D72413541C02BE8A625E19EA8129FE8"", ""Flare Demonic Bow R2"")","Bow","Range","equip","Epic","Bow","False","1","45","0","800100153"
"DT_Weapons","FlareDemonicBow_3","FBow03","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""D61FF685480AF650A80A63960FA326DE"", ""Flare Demonic Bow R3"")","Bow","Range","equip","Legendary","Bow","False","1","45","0","800100154"
"DT_Weapons","FreezeArrow01","FreezeArrow01","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""AEA2634749FF0DFB3A55839F21399F97"", ""Freeze of the East Arrow"")","Arrow","Range","equip","Epic","Arrow","True","50","3","0","800100155"
"DT_Weapons","Greatsword01","GreatSword01","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""AF1CC93C404728744941AC849A5FED0A"", ""The Holy Skyfall blade"")","Weapon","Weapon","equip","Legendary","Weapon","False","1","125","0","800100156"
"DT_Weapons","ItimarasBlade_IDRank1","Itimaras_IF1","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""B7185E124021C857D4DA82A9616BE3F1"", ""Itimar\'s Blade of faith R1"")","Weapon","Weapon","equip","Superior","Weapon","False","1","125","0","800100158"
"DT_Weapons","ItimarasBlade_IARank2","Itimaras_IF2","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""82A308DA4E9C384A40DA77AADAC3CE7F"", ""Itimar\'s Blade of faith R2"")","Weapon","Weapon","equip","Epic","Weapon","False","1","125","0","800100157"
"DT_Weapons","ItimarasBlade_ISRank3","Itimaras_IF3","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""D9119F2D4B44C39A098866B3DCAF93BC"", ""Itimar\'s Blade of faith R3"")","Weapon","Weapon","equip","Legendary","Weapon","False","1","125","0","800100159"
"DT_Weapons","ItimarasBlade_SDRank1","Itimaras_ST1","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""03EF325B4D5B85001454A284121B0C94"", ""Itimar\'s Blade of truth R1"")","Weapon","Weapon","equip","Superior","Weapon","False","1","125","0","800100164"
"DT_Weapons","ItimarasBlade_SARank2","Itimaras_ST2","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""DCBBAB6B454FF890F1E8BEAB6E3156A7"", ""Itimar\'s Blade of truth R2"")","Weapon","Weapon","equip","Epic","Weapon","False","1","125","0","800100163"
"DT_Weapons","ItimarasBlade_SSRank3","Itimaras_ST3","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""27CC4D6B469CF1D0503B93B7C616087C"", ""Itimar\'s Blade of truth R3"")","Weapon","Weapon","equip","Legendary","Weapon","False","1","125","0","800100165"
"DT_Weapons","KaelShield_EDRank1","Kaelshield_ESR1","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""BA0BB60A46243C62B83F71A9D144FA4D"", ""Estern Chaos Shield R1"")","Shield","Weapon","equip","Superior","Shield","False","1","45","0","800100167"
"DT_Weapons","KaelShield_EARank2","Kaelshield_ESR2","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""579D3D5B419D5AEC0D6DE9A502E34013"", ""Estern Chaos Shield R2"")","Shield","Weapon","equip","Epic","Shield","False","1","45","0","800100166"
"DT_Weapons","KaelShield_ESRank3","Kaelshield_ESR3","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""0888AE8446A7A0E665AD39BCACA94A0B"", ""Estern Chaos Shield R3"")","Shield","Weapon","equip","Legendary","Shield","False","1","45","0","800100168"
"DT_Weapons","KaelShield_NDRank1","Kaelshield_NSR1","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""7C920E3446BDC083474C42B92EAD046F"", ""Northen Chaos Shield R1"")","Shield","Weapon","equip","Superior","Shield","False","1","45","0","800100170"
"DT_Weapons","KaelShield_NARank2","Kaelshield_NSR2","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""9524F6304C7D665AA54E56A9318F8206"", ""Northen Chaos Shield R2"")","Shield","Weapon","equip","Epic","Shield","False","1","45","0","800100169"
"DT_Weapons","KaelShield_NSRank3","Kaelshield_NSR3","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""B642F9534A9ECEBBA0E6C7BD9B212A6C"", ""Northen Chaos Shield R3"")","Shield","Weapon","equip","Legendary","Shield","False","1","45","0","800100171"
"DT_Weapons","KaelShield_WDRank1","Kaelshield_WSR1","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""592006F142F24EBBE7359494EDDA7781"", ""Western Chaos Shield R1"")","Shield","Weapon","equip","Superior","Shield","False","1","45","0","800100173"
"DT_Weapons","KaelShield_WARank2","Kaelshield_WSR2","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""B8C4B12D47443171206EE1981917B33D"", ""Western Chaos Shield R2"")","Shield","Weapon","equip","Epic","Shield","False","1","45","0","800100172"
"DT_Weapons","KaelShield_WSRank3","Kaelshield_WSR3","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""C3AF2D974F0FFE0C31079EB109C2D3DC"", ""Western Chaos Shield R3"")","Shield","Weapon","equip","Legendary","Shield","False","1","45","0","800100174"
"DT_Weapons","SteelKatana","Katana_st","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""FC482C3547B1F57EF31345B442CA5246"", ""Steel Katana Rog"")","Weapon","Weapon","equip","Legendary","Weapon","False","1","125","0","800100221"
"DT_Weapons","KishShield_KDRank1","Keppershield_KSR1","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""4124209A46B6B7DA100ABB9C583EE22A"", ""Kish Keeper Wooden Shield"")","Shield","Weapon","equip","Common","Shield","False","1","45","0","800100179"
"DT_Weapons","KishShield_KARank2","Keppershield_KSR2","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""01B057D6421EDCE6E3A3B1AB6EB2A0A4"", ""Kish Keeper Enchanced Shield"")","Shield","Weapon","equip","Superior","Shield","False","1","45","0","800100178"
"DT_Weapons","KishShield_KSRank3","Keppershield_KSR3","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""21BB1F374DF38CEA12B020B0295A5ED5"", ""Kish Keeper Shield"")","Shield","Weapon","equip","Legendary","Shield","False","1","45","0","800100180"
"DT_Weapons","KishShield_ADRank1","Kishshield_WSR1","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""32D11F454408D8FE45B9F4927DE732B4"", ""Kish Alpha Wooden Shield"")","Shield","Weapon","equip","Common","Shield","False","1","45","0","800100176"
"DT_Weapons","KishShield_AARank2","Kishshield_WSR2","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""314F272B4321FA54C523D3B845910A81"", ""Kish Alpha Enchanced Shield"")","Shield","Weapon","equip","Superior","Shield","False","1","45","0","800100175"
"DT_Weapons","KishShield_ASRank3","Kishshield_WSR3","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""2D924A664F135A8505F3C59FAA2CEBA5"", ""Kish Alpha Shield"")","Shield","Weapon","equip","Legendary","Shield","False","1","45","0","800100177"
"DT_Weapons","KishShield_MDRank1","Miseryshield_KSR1","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""908D65AC4697DD89FECF68B6781C1A55"", ""Kish Misery Wooden Shield"")","Shield","Weapon","equip","Common","Shield","False","1","45","0","800100182"
"DT_Weapons","KishShield_MARank2","Miseryshield_KSR2","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""928908AF4377E55D9D9309A446D93081"", ""Kish Misery Enchanced Shield"")","Shield","Weapon","equip","Superior","Shield","False","1","45","0","800100181"
"DT_Weapons","KishShield_MSRank3","Miseryshield_KSR3","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""A485F87D4AD493816BD83FA81C403679"", ""Kish Misery Shield"")","Shield","Weapon","equip","Legendary","Shield","False","1","45","0","800100183"
"DT_Weapons","NatuShield_CDRank1","Natushield_CSR1","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""BE99A4224FD73D1BE7CD4EB91C179617"", ""Captain Wooden Shield"")","Shield","Weapon","equip","Superior","Shield","False","1","45","0","800100185"
"DT_Weapons","NatuShield_CARank2","Natushield_CSR2","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""D30BD921442DEA72678048AA75E2426C"", ""Captain Enhanched Shield"")","Shield","Weapon","equip","Epic","Shield","False","1","45","0","800100184"
"DT_Weapons","NatuShield_CSRank3","Natushield_CSR3","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""BFBC77DE4A8274366A78A79E599620B0"", ""Captain Great Shield"")","Shield","Weapon","equip","Legendary","Shield","False","1","45","0","800100186"
"DT_Weapons","NatuShield_GDRank1","Natushield_GSR1","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""4A89ECAC43C4B76E4CA0D785ACE8643C"", ""Goblin Wooden Shield"")","Shield","Weapon","equip","Superior","Shield","False","1","45","0","800100188"
"DT_Weapons","NatuShield_GARank2","Natushield_GSR2","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""E85089AC489B224DCA1316BD5357DC7D"", ""Goblin Enhanched Shield"")","Shield","Weapon","equip","Epic","Shield","False","1","45","0","800100187"
"DT_Weapons","NatuShield_GSRank3","Natushield_GSR3","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""7539DE2846DE632149C027AFBBEC6F5B"", ""Goblin Protector Shield"")","Shield","Weapon","equip","Legendary","Shield","False","1","45","0","800100189"
"DT_Weapons","NatuShield_SDRank1","Natushield_SSR1","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""C777A7C7445C62C13F2CB1979F537F69"", ""Shaman Wooden Shield"")","Shield","Weapon","equip","Superior","Shield","False","1","45","0","800100191"
"DT_Weapons","NatuShield_SARank2","Natushield_SSR2","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""7E948C334C24EB0E182D8EB56C5FF4F6"", ""Shaman Enhanched Shield"")","Shield","Weapon","equip","Epic","Shield","False","1","45","0","800100190"
"DT_Weapons","NatuShield_SSRank3","Natushield_SSR3","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""8D25D99C40EDD179B2F55FAD39ABE61C"", ""Shaman Defender Shield"")","Shield","Weapon","equip","Legendary","Shield","False","1","45","0","800100192"
"DT_Weapons","ItimarasBlade_NDRank1","Nowens_SG1","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""3C14D05448F8081E90CA4599DF988E1E"", ""Itimar\'s Blade of glory R1"")","Weapon","Weapon","equip","Superior","Weapon","False","1","125","0","800100161"
"DT_Weapons","ItimarasBlade_NARank2","Nowens_SG2","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""F1668B0C48079962AA3E6A9EAA63B319"", ""Itimar\'s Blade of glory R2"")","Weapon","Weapon","equip","Epic","Weapon","False","1","125","0","800100160"
"DT_Weapons","ItimarasBlade_NSRank3","Nowens_SG3","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""D2E876D34020A1CD7B8B9DBF570F58DC"", ""Itimar\'s Blade of glory R3"")","Weapon","Weapon","equip","Legendary","Weapon","False","1","125","0","800100162"
"DT_Weapons","NoydeShield_ADRank1","Noydeshield_ASR1","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""6B8D53E7425F16659A656D8FCDF5AD6E"", ""Adventurer Wooden Shield"")","Shield","Weapon","equip","Common","Shield","False","1","45","0","800100194"
"DT_Weapons","NoydeShield_AARank2","Noydeshield_ASR2","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""C60D3521466B746FD6E3648A34DE3A52"", ""Adventurer Shield"")","Shield","Weapon","equip","Superior","Shield","False","1","45","0","800100193"
"DT_Weapons","NoydeShield_ASRank3","Noydeshield_ASR3","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""8DA4903740949629B9B72A97CF1FA90F"", ""AdventurerGreat Shield"")","Shield","Weapon","equip","Legendary","Shield","False","1","45","0","800100195"
"DT_Weapons","NoydeShield_EDRank1","Noydeshield_ESR1","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""E6AE9F9942F525346C95C69A37580B4E"", ""Explorer Wood Shield"")","Shield","Weapon","equip","Common","Shield","False","1","45","0","800100197"
"DT_Weapons","NoydeShield_EARank2","Noydeshield_ESR2","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""EFF10AA04DF1249A98677CBD3B41044E"", ""Explorer Enhanced Shield"")","Shield","Weapon","equip","Superior","Shield","False","1","45","0","800100196"
"DT_Weapons","NoydeShield_ESRank3","Noydeshield_ESR3","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""1DBCB46942D2F87C623E5785626EFD13"", ""Explorer Great Shield"")","Shield","Weapon","equip","Legendary","Shield","False","1","45","0","800100198"
"DT_Weapons","NoydeShield_SDRank1","Noydeshield_SSR1","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""231A6D394148F494F9A54C912F2303A1"", ""Seeker Wood Shield"")","Shield","Weapon","equip","Common","Shield","False","1","45","0","800100200"
"DT_Weapons","NoydeShield_SARank2","Noydeshield_SSR2","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""C09C46F34CF561F12BA7C8987A38212F"", ""Seeker Enhanced Shield"")","Shield","Weapon","equip","Superior","Shield","False","1","45","0","800100199"
"DT_Weapons","NoydeShield_SSRank3","Noydeshield_SSR3","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""1C534499440FFDE88C7B5581C2714FF8"", ""Seeker Great Shield"")","Shield","Weapon","equip","Legendary","Shield","False","1","45","0","800100201"
"DT_Weapons","WoodBow_3","NTBow01","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""A2D24BC144F17D3E92B47B9522E408DD"", ""Nothen Wooden Bow"")","Bow","Range","equip","Common","Bow","False","1","45","0","800100227"
"DT_Weapons","PalomittasBlade_CDRank1","Palomittas_PC1","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""4036CEEE4ABEDF51F8D8718BBE6B4930"", ""Palomitta\'s Blade of carver R1"")","Weapon","Weapon","equip","Superior","Weapon","False","1","125","0","800100202"
"DT_Weapons","PalomittasBlade_CDRank2","Palomittas_PC2","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""74CD2F4542AA5902341971908767A05D"", ""Palomitta\'s Blade of carver R2"")","Weapon","Weapon","equip","Epic","Weapon","False","1","125","0","800100203"
"DT_Weapons","PalomittasBlade_CDRank3","Palomittas_PC3","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""20BE2DC34D1FD84A2DF19E85A163288B"", ""Palomitta\'s Blade of carver R3"")","Weapon","Weapon","equip","Legendary","Weapon","False","1","125","0","800100204"
"DT_Weapons","PalomittasBlade_GDRank1","Palomittas_PG1","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""2FC1261243974FA32423C48B654BC110"", ""Palomitta\'s Blade of graham R1"")","Weapon","Weapon","equip","Superior","Weapon","False","1","125","0","800100205"
"DT_Weapons","PalomittasBlade_GDRank2","Palomittas_PG2","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""9E69B46A4BEBD43B9E04D4B26BE169F3"", ""Palomitta\'s Blade of graham R2"")","Weapon","Weapon","equip","Epic","Weapon","False","1","125","0","800100206"
"DT_Weapons","PalomittasBlade_GDRank3","Palomittas_PG3","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""58E604554D0DF8E5AD6469AB6F785C7F"", ""Palomitta\'s Blade of graham R3"")","Weapon","Weapon","equip","Legendary","Weapon","False","1","125","0","800100207"
"DT_Weapons","PalomittasBlade_TDRank1","Palomittas_PT1","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""A857E85F454019D20662FEABBDA7E99B"", ""Palomitta\'s Blade of tarran R1"")","Weapon","Weapon","equip","Superior","Weapon","False","1","125","0","800100208"
"DT_Weapons","PalomittasBlade_TDRank2","Palomittas_PT2","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""EF287F5946054C3ABFD6D6A2BDE3E5EB"", ""Palomitta\'s Blade of tarran R2"")","Weapon","Weapon","equip","Epic","Weapon","False","1","125","0","800100209"
"DT_Weapons","PalomittasBlade_TDRank3","Palomittas_PT3","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""7D46FBD146A947CDD74538BFE5CDA4F9"", ""Palomitta\'s Blade of tarran R3"")","Weapon","Weapon","equip","Legendary","Weapon","False","1","125","0","800100210"
"DT_Weapons","PoisonArrow01","PoisonArrow01","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""D04A6B894F2434603C15A4AF4F347A95"", ""Viper Sweep Arrow"")","Arrow","Range","equip","Epic","Arrow","True","50","3","0","800100211"
"DT_Weapons","RohanSword_EDRank1","Rohan_ER1","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""6E51018C4A10B3765FF0F9B171EEA2C2"", ""Edwins\'s Sword of Rohan R1"")","Weapon","Weapon","equip","Superior","Weapon","False","1","125","0","800100213"
"DT_Weapons","RohanSword_EARank2","Rohan_ER2","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""CBA62DD640061476F34428A6A7A1946F"", ""Edwins\'s Sword of Rohan R2"")","Weapon","Weapon","equip","Epic","Weapon","False","1","125","0","800100212"
"DT_Weapons","RohanSword_ESRank3","Rohan_ER3","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""735AD06946949D4B82C3388ACE602835"", ""Edwins\'s Sword of Rohan R3"")","Weapon","Weapon","equip","Legendary","Weapon","False","1","125","0","800100214"
"DT_Weapons","RohanSword_FDRank1","Rohan_FR1","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""E3BEF1334B004D059BA6D9B80C1DDCAA"", ""Flare Sword of Rohan R1"")","Weapon","Weapon","equip","Superior","Weapon","False","1","125","0","800100216"
"DT_Weapons","RohanSword_FARank2","Rohan_FR2","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""F21F48054D5D160C7D8FE39F8E4FD1A3"", ""Flare Sword of Rohan R2"")","Weapon","Weapon","equip","Epic","Weapon","False","1","125","0","800100215"
"DT_Weapons","RohanSword_FSRank3","Rohan_FR3","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""D1632BB347C7C9206FF12986C35016A3"", ""Flare Sword of Rohan R3"")","Weapon","Weapon","equip","Legendary","Weapon","False","1","125","0","800100217"
"DT_Weapons","RohanSword_KDRank1","Rohan_KR1","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""929251644F484B8B8AF24EAEC6998C73"", ""Kayra\'s Sword of Rohan R1"")","Weapon","Weapon","equip","Superior","Weapon","False","1","125","0","800100219"
"DT_Weapons","RohanSword_KARank2","Rohan_KR2","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""B1B326914A4EF9294DB20981653098F2"", ""Kayra\'s Sword of Rohan R2"")","Weapon","Weapon","equip","Epic","Weapon","False","1","125","0","800100218"
"DT_Weapons","RohanSword_KSRank3","Rohan_KR3","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""699B5865404EA9D72582A9A52A8145BE"", ""Kayra\'s Sword of Rohan R3"")","Weapon","Weapon","equip","Legendary","Weapon","False","1","125","0","800100220"
"DT_Weapons","WinterDemonicBow_1","WBow01","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""907916AB46DBE6E7269B5DBEB998CFAB"", ""Winter Demonic Bow R1"")","Bow","Range","equip","Superior","Bow","False","1","45","0","800100222"
"DT_Weapons","WinterDemonicBow_2","WBow02","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""C0988F42461B3FC67B25678C087C65BC"", ""Winter Demonic Bow R2"")","Bow","Range","equip","Epic","Bow","False","1","45","0","800100223"
"DT_Weapons","WinterDemonicBow_3","WBow03","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""741F41024ACD7EFAB3E052A7D596E93B"", ""Winter Demonic Bow R3"")","Bow","Range","equip","Legendary","Bow","False","1","45","0","800100224"
"DT_Weapons","WoodBow_2","WNBow01","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""352F597349CE8B92C21870B815A39B2E"", ""Western Wooden Bow"")","Bow","Range","equip","Common","Bow","False","1","45","0","800100226"
